snapshot_id,snapshot_date,product_id,warehouse_id,inventory_on_hand,reorder_point,days_of_supply,week_demand
4813,2025-11-24,54,6,1002.1,523.7,9.1,825.2
4814,2023-06-12,15,17,2695.7,1219.8,17.7,1386.0
4815,2023-01-01,80,12,1534.1,524.7,16.4,607.3
4816,2025-05-12,18,15,1659.1,662.8,8.0,533.4
4817,2025-03-17,85,1,945.1,311.7,10.1,446.2
4818,2025-01-20,2,7,3308.7,2044.2,15.9,591.2
4819,2023-10-02,13,2,0.0,627.9,0.0,1053.8
4820,2024-12-23,62,2,827.0,684.2,5.3,1474.6
4821,2025-09-29,28,5,1745.9,1116.1,17.3,1059.4
4822,2023-02-20,54,13,917.0,325.4,11.2,333.7
4823,2024-09-02,98,9,773.2,305.0,9.9,381.4
4824,2025-08-04,42,18,1352.8,594.8,14.0,237.6
4825,2023-01-01,74,21,4522.1,1789.6,11.7,1720.0
4826,2023-06-12,3,15,26.9,321.4,0.4,531.7
4827,2025-08-04,75,18,354.9,390.6,3.0,417.8
4828,2025-02-17,73,20,2611.1,986.3,30.3,238.6
4829,2025-12-22,118,15,738.7,433.3,19.1,149.9
4830,2023-10-02,19,17,253.5,265.6,4.6,393.5
4831,2024-06-10,33,20,74.3,48.2,7.7,106.8
4832,2025-04-14,5,12,0.0,736.1,0.0,1062.6
4833,2023-10-30,68,18,1686.0,1111.6,9.2,1183.7
4834,2025-03-17,107,21,0.0,411.7,0.0,517.1
4835,2024-07-08,50,12,735.8,1260.0,2.8,1283.7
4836,2025-08-04,71,1,144.4,526.2,2.0,494.2
4837,2023-02-20,66,3,38.6,58.9,2.4,112.8
4838,2024-01-22,67,2,803.4,762.4,6.2,631.7
4839,2024-08-05,67,6,287.7,460.8,3.2,576.2
4840,2023-07-10,103,4,670.8,247.2,16.0,199.0
4841,2024-04-15,69,18,0.0,313.7,0.0,728.0
4842,2024-03-18,60,9,0.0,399.4,0.0,422.3
4843,2025-02-17,16,22,0.0,497.8,0.0,998.2
4844,2024-10-28,13,11,554.8,411.6,12.2,643.6
4845,2023-04-17,111,13,1074.1,557.6,6.6,425.0
4846,2024-02-19,38,4,637.7,520.8,6.6,485.1
4847,2025-02-17,87,12,2665.3,1280.6,9.0,1411.2
4848,2023-06-12,47,20,1991.2,1025.6,7.4,1157.5
4849,2024-02-19,9,2,0.0,413.2,0.0,1744.5
4850,2023-09-04,57,2,2031.1,1113.8,16.5,789.4
4851,2025-03-17,63,4,819.8,1340.9,5.0,879.2
4852,2024-08-05,42,5,484.4,328.7,7.1,375.8
4853,2023-01-01,52,19,317.6,139.9,7.8,184.9
4854,2024-04-15,6,22,329.2,1069.3,1.4,934.5
4855,2025-02-17,6,9,1155.7,728.8,7.2,355.8
4856,2025-01-20,35,12,676.6,2577.0,1.6,2571.6
4857,2023-01-23,55,11,0.0,1351.3,0.0,3667.0
4858,2024-07-08,2,18,0.0,1219.4,0.0,2069.9
4859,2024-01-22,82,21,604.2,381.3,6.9,516.6
4860,2025-12-22,117,3,0.0,119.3,0.0,467.7
4861,2023-12-25,75,12,0.0,690.7,0.0,2198.0
4862,2024-09-02,5,7,0.0,662.3,0.0,890.5
4863,2023-04-17,52,10,64.9,151.9,1.3,335.7
4864,2024-11-25,118,15,521.1,433.3,13.5,89.6
4865,2023-06-12,6,2,307.8,643.6,1.7,1509.2
4866,2025-02-17,112,18,1166.5,562.2,11.9,206.8
4867,2024-05-13,66,18,195.9,135.4,7.6,72.7
4868,2023-07-10,24,17,115.0,91.8,3.8,175.5
4869,2024-09-02,59,1,1391.4,1199.3,5.1,2132.2
4870,2025-07-07,4,7,0.0,259.3,0.0,1052.3
4871,2023-01-01,72,2,1940.6,1419.0,14.9,768.0
4872,2023-01-01,71,17,519.0,688.2,8.7,562.1
4873,2025-08-04,112,19,0.3,595.7,0.0,705.6
4874,2023-10-02,19,3,222.6,113.3,7.3,265.3
4875,2025-01-20,34,18,41.9,250.9,0.9,511.3
4876,2025-11-24,7,22,440.2,121.7,13.6,105.2
4877,2025-02-17,9,5,414.0,241.1,9.3,177.4
4878,2024-10-28,42,22,865.3,716.8,6.3,434.9
4879,2023-05-15,99,2,1094.6,851.3,7.1,664.4
4880,2023-10-30,6,22,1089.0,1069.3,4.7,1092.5
4881,2023-05-15,62,22,946.5,601.0,6.1,751.9
4882,2025-09-01,25,5,191.9,116.9,9.4,104.6
4883,2023-04-17,62,20,567.5,806.3,3.4,1806.7
4884,2024-03-18,13,17,172.2,472.0,4.2,205.4
4885,2023-09-04,69,11,109.0,482.7,1.3,587.8
4886,2025-06-09,23,17,3337.6,1172.0,17.5,1097.9
4887,2023-11-27,30,3,446.7,137.1,14.8,143.9
4888,2025-05-12,25,18,0.0,133.2,0.0,266.3
4889,2025-02-17,32,6,203.0,62.7,10.6,110.0
4890,2025-01-20,101,6,40.7,53.1,3.3,105.0
4891,2025-01-20,108,15,320.7,206.8,15.3,152.6
4892,2023-01-23,15,13,1876.3,881.9,23.8,623.9
4893,2024-08-05,117,22,437.1,359.7,5.7,179.6
4894,2023-05-15,4,19,520.9,301.3,8.4,571.0
4895,2025-03-17,107,19,144.8,307.3,2.4,219.5
4896,2025-02-17,37,8,11.5,582.6,0.1,707.7
4897,2025-09-01,58,20,2880.9,1604.8,9.5,2119.8
4898,2023-10-30,68,8,2180.7,751.4,11.8,698.0
4899,2023-11-27,76,12,147.5,97.3,13.8,48.1
4900,2023-06-12,73,10,2391.8,964.2,26.3,290.0
4901,2025-08-04,33,13,39.4,18.6,8.2,19.3
4902,2024-09-30,81,3,726.6,450.2,8.4,453.9
4903,2024-05-13,102,6,1818.3,505.6,43.2,165.4
4904,2025-06-09,87,12,3351.1,1280.6,11.3,908.2
4905,2025-05-12,78,6,256.0,641.5,2.0,473.3
4906,2024-11-25,43,1,349.3,346.8,4.5,621.1
4907,2024-09-02,102,6,771.2,505.6,18.3,510.2
4908,2024-09-30,69,11,448.1,482.7,5.2,688.9
4909,2024-09-30,31,17,0.0,406.8,0.0,858.1
4910,2024-04-15,54,4,2167.5,624.3,14.0,558.2
4911,2024-05-13,102,10,722.5,505.5,11.6,441.9
4912,2023-06-12,35,1,3912.9,1465.1,9.5,2578.6
4913,2023-06-12,32,1,293.3,137.0,10.5,165.9
4914,2023-07-10,84,15,124.4,196.3,3.6,185.0
4915,2023-07-10,1,10,2452.1,1165.0,13.5,1033.4
4916,2023-10-30,95,11,80.8,1530.3,0.4,2537.4
4917,2024-02-19,7,6,6.6,76.4,0.3,239.5
4918,2025-12-22,106,17,303.3,415.2,4.6,331.1
4919,2025-10-27,58,5,416.7,718.7,2.9,513.1
4920,2025-11-24,57,2,754.5,1113.8,6.1,1049.2
4921,2024-07-08,2,20,5138.9,1676.9,23.5,1444.3
4922,2024-07-08,74,2,1870.2,1363.0,4.3,1047.8
4923,2024-06-10,99,12,621.4,590.7,4.0,888.5
4924,2024-07-08,23,3,83.4,445.3,0.7,1629.1
4925,2025-01-20,112,3,914.1,363.3,14.8,164.5
4926,2024-11-25,68,8,1533.4,751.4,8.3,721.6
4927,2025-11-24,82,6,0.0,276.4,0.0,658.9
4928,2025-09-29,23,14,1022.8,1006.0,4.8,1317.6
4929,2024-03-18,75,18,0.0,390.6,0.0,746.5
4930,2023-01-23,84,7,125.9,355.2,2.1,343.6
4931,2023-10-02,37,17,0.0,941.6,0.0,2906.7
4932,2023-06-12,70,8,0.0,355.5,0.0,991.3
4933,2025-09-01,51,14,626.1,302.3,15.6,241.1
4934,2025-09-29,57,6,763.5,681.7,10.2,566.4
4935,2024-07-08,32,6,191.2,62.7,10.0,115.9
4936,2024-11-25,108,21,364.9,308.9,9.6,105.7
4937,2025-11-24,60,1,1630.4,503.4,16.9,395.8
4938,2025-02-17,72,3,0.0,644.7,0.0,737.9
4939,2025-03-17,95,12,1607.9,1800.7,7.7,831.9
4940,2025-01-20,26,14,656.4,346.3,6.2,304.1
4941,2023-09-04,13,2,130.5,627.9,2.5,421.6
4942,2023-10-02,30,13,212.3,154.4,7.5,255.4
4943,2025-10-27,58,18,1873.2,860.6,8.1,1564.4
4944,2024-04-15,15,18,0.0,931.0,0.0,1250.7
4945,2023-01-01,22,20,1317.0,538.9,10.1,634.9
4946,2024-01-22,72,18,0.0,847.3,0.0,1260.8
4947,2025-01-20,73,11,1245.2,949.4,14.5,473.2
4948,2024-09-02,88,1,0.0,412.1,0.0,1408.4
4949,2025-03-17,7,22,126.2,121.7,3.9,124.3
4950,2024-10-28,90,17,21.8,27.8,4.3,35.9
4951,2024-03-18,118,15,73.9,433.3,1.9,370.5
4952,2025-09-29,102,6,1288.8,505.6,30.6,190.4
4953,2023-10-02,33,1,24.9,32.1,2.6,105.8
4954,2025-11-24,95,12,884.1,1800.7,4.2,1206.2
4955,2023-06-12,41,16,0.0,193.7,0.0,1032.9
4956,2023-10-02,9,18,282.5,364.8,4.6,526.5
4957,2023-05-15,61,16,174.7,145.5,11.2,47.0
4958,2025-07-07,115,1,948.4,1637.3,5.5,1535.9
4959,2024-12-23,71,16,493.0,373.4,10.5,150.8
4960,2023-08-07,66,3,0.0,58.9,0.0,99.2
4961,2024-11-25,74,3,0.0,1072.7,0.0,2689.8
4962,2024-07-08,19,8,463.5,148.6,9.8,186.1
4963,2024-04-15,36,12,0.0,418.3,0.0,346.9
4964,2025-03-17,63,19,0.0,875.5,0.0,1157.5
4965,2023-08-07,38,8,668.8,362.2,9.0,471.5
4966,2023-05-15,33,13,31.7,18.6,6.6,29.8
4967,2024-01-22,60,9,240.5,399.4,3.2,174.9
4968,2023-12-25,2,22,753.0,2547.9,3.5,2381.1
4969,2023-10-30,95,13,1974.9,765.0,19.4,517.2
4970,2024-08-05,66,18,130.4,135.4,5.0,206.8
4971,2023-12-25,120,21,441.7,339.5,5.0,509.3
4972,2024-11-25,22,22,656.6,754.9,4.6,733.3
4973,2023-11-27,33,11,11.2,41.0,1.3,53.7
4974,2024-08-05,84,7,208.8,355.2,3.5,320.5
4975,2023-09-04,85,4,0.0,495.3,0.0,2509.7
4976,2023-05-15,71,15,859.8,306.2,26.3,221.0
4977,2023-01-23,73,10,2103.1,964.2,23.1,496.6
4978,2023-06-12,10,3,394.7,197.3,12.6,104.8
4979,2024-09-02,17,6,123.9,281.8,3.7,409.6
4980,2025-07-07,12,14,1302.9,1407.4,4.9,1475.0
4981,2023-08-07,32,3,12.7,47.1,0.9,114.4
4982,2023-10-30,42,4,624.8,709.3,4.6,979.4
4983,2025-07-07,106,8,206.3,322.5,3.5,725.2
4984,2025-07-07,56,19,0.0,1707.1,0.0,1947.3
4985,2025-10-27,49,17,1140.3,824.9,6.1,797.6
4986,2025-01-20,108,21,268.4,308.9,7.1,168.5
4987,2025-03-17,19,8,434.1,148.6,9.2,150.3
4988,2025-04-14,2,13,97.4,1169.0,0.8,380.9
4989,2024-08-05,82,7,1075.1,330.4,14.9,396.4
4990,2025-07-07,86,10,1083.8,817.9,5.8,583.8
4991,2023-11-27,79,15,116.2,783.3,1.6,593.2
4992,2023-09-04,95,13,1364.5,765.0,13.4,337.0
4993,2024-05-13,77,19,759.9,455.8,19.4,150.6
4994,2024-02-19,79,1,2336.2,1101.9,17.5,351.6
4995,2025-01-20,54,2,1437.5,565.7,9.0,746.3
4996,2024-07-08,74,3,188.9,1072.7,1.0,1208.3
4997,2023-03-20,75,8,541.2,394.7,4.7,858.2
4998,2024-01-22,37,3,1120.0,423.3,11.6,533.6
4999,2025-06-09,53,5,977.6,550.8,7.0,547.5
5000,2023-04-17,104,8,452.8,225.9,19.9,77.0
5001,2023-07-10,72,22,0.0,1068.9,0.0,1063.1
5002,2025-09-29,76,6,110.5,89.5,13.8,36.5
5003,2025-09-29,98,13,726.9,216.2,15.5,242.8
5004,2023-06-12,5,7,1848.3,662.3,13.8,487.0
5005,2025-03-17,41,12,705.2,354.6,12.2,231.2
5006,2024-07-08,42,2,953.3,695.6,7.3,870.5
5007,2023-10-30,72,15,0.0,640.8,0.0,413.9
5008,2023-07-10,24,11,138.0,143.6,4.4,130.3
5009,2024-01-22,9,7,246.7,431.3,3.6,609.1
5010,2025-11-24,16,7,282.1,407.6,4.2,688.4
5011,2025-08-04,66,16,361.0,92.0,16.0,120.3
5012,2025-09-29,29,5,16.7,475.8,0.4,224.9
5013,2025-07-07,104,13,303.8,141.2,19.0,61.1
5014,2025-01-20,20,15,1554.6,824.7,14.1,191.1
5015,2024-09-30,3,21,557.3,747.4,4.9,756.8
5016,2023-08-07,17,1,1048.0,420.1,23.6,166.9
5017,2024-06-10,94,3,292.1,158.9,7.3,72.6
5018,2025-08-04,19,3,39.3,113.3,1.3,107.9
5019,2024-01-22,11,19,0.0,1502.0,0.0,2875.0
5020,2025-08-04,93,9,109.6,384.0,1.6,348.1
5021,2025-04-14,75,10,1037.8,496.1,6.9,982.1
5022,2024-10-28,53,5,839.4,550.8,6.0,609.0
5023,2023-08-07,20,2,810.7,1549.4,3.8,2920.4
5024,2025-05-12,18,4,2657.1,1910.1,8.1,2988.9
5025,2024-01-22,58,7,0.0,907.6,0.0,1382.9
5026,2023-01-23,35,19,2643.4,1516.6,7.6,2489.8
5027,2025-11-24,43,22,0.0,302.8,0.0,760.4
5028,2023-12-25,50,10,0.0,864.1,0.0,3938.3
5029,2025-07-07,3,6,1019.3,363.7,12.6,747.5
5030,2025-09-29,65,11,587.2,1060.4,3.9,1019.4
5031,2025-02-17,22,21,1054.5,484.3,8.2,925.8
5032,2025-05-12,32,19,137.6,89.0,5.9,243.0
5033,2025-05-12,84,5,396.9,203.2,11.8,246.6
5034,2025-07-07,69,11,0.0,482.7,0.0,766.7
5035,2025-11-24,53,14,2489.1,1347.8,9.3,1287.0
5036,2024-07-08,67,22,0.0,827.1,0.0,486.7
5037,2023-03-20,119,15,418.5,113.0,15.3,135.5
5038,2025-05-12,54,16,899.3,350.3,8.4,611.6
5039,2023-01-01,36,8,238.8,334.2,8.3,170.9
5040,2024-01-22,9,16,0.0,331.5,0.0,359.0
5041,2025-06-09,92,11,2355.5,1000.0,13.5,715.6
5042,2023-08-07,32,12,144.0,134.1,4.8,109.9
5043,2024-01-22,71,22,268.8,490.0,3.6,243.5
5044,2025-01-20,19,5,267.6,159.0,8.2,112.6
5045,2023-07-10,115,22,799.8,2457.1,3.9,2252.9
5046,2025-05-12,9,14,976.5,411.4,11.7,315.4
5047,2024-03-18,106,21,219.9,466.9,2.9,270.0
5048,2023-09-04,40,12,3220.8,1553.8,21.0,745.1
5049,2023-05-15,36,9,0.0,270.4,0.0,162.9
5050,2023-08-07,99,1,768.1,676.8,5.4,1018.3
5051,2025-09-01,75,11,1368.6,732.1,9.4,497.0
5052,2025-04-14,73,4,696.6,796.2,7.4,359.6
5053,2024-04-15,10,6,605.8,272.0,13.3,200.1
5054,2024-01-22,82,4,686.1,332.9,7.5,476.9
5055,2023-06-12,40,8,2011.2,1169.4,18.0,741.3
5056,2024-09-02,48,18,1302.6,1409.9,5.1,852.8
5057,2025-01-20,12,5,2335.1,554.1,15.7,542.8
5058,2023-10-30,27,14,530.5,593.7,5.2,641.5
5059,2024-04-15,61,7,352.3,135.8,18.6,73.1
5060,2023-03-20,67,22,756.3,827.1,5.7,1068.3
5061,2023-01-23,88,17,1278.9,384.0,11.8,512.9
5062,2023-10-02,45,9,924.7,399.5,8.0,671.4
5063,2023-01-01,33,19,119.7,34.3,15.6,42.3
5064,2024-04-15,116,14,2082.0,858.2,19.4,632.3
5065,2025-03-17,45,9,1049.7,399.5,9.0,415.5
5066,2023-11-27,7,6,0.0,76.4,0.0,210.9
5067,2024-06-10,58,6,670.0,699.0,3.4,1110.0
5068,2023-10-02,16,12,176.3,371.0,2.3,564.6
5069,2023-01-01,118,6,242.3,550.0,4.6,516.3
5070,2024-09-30,38,13,0.0,152.1,0.0,284.2
5071,2025-08-04,37,2,1828.1,866.2,8.9,1313.4
5072,2025-03-17,9,15,270.3,144.0,6.9,171.9
5073,2024-01-22,3,15,454.3,321.4,7.3,545.8
5074,2024-04-15,107,6,501.8,194.7,9.7,209.4
5075,2025-06-09,69,2,0.0,341.4,0.0,659.9
5076,2024-09-02,42,8,953.5,544.7,9.5,757.9
5077,2023-10-02,36,9,218.2,270.4,7.3,185.2
5078,2024-08-05,95,20,0.0,1835.3,0.0,2715.2
5079,2023-07-10,66,3,76.7,58.9,4.8,106.8
5080,2023-04-17,10,3,166.8,197.3,5.3,205.2
5081,2023-11-27,117,3,202.5,119.3,5.7,126.4
5082,2025-07-07,73,4,1377.3,796.2,14.6,676.7
5083,2023-01-01,89,18,1298.6,392.0,10.6,494.0
5084,2023-01-23,4,4,460.8,346.1,5.8,567.0
5085,2025-08-04,88,15,0.0,266.1,0.0,448.0
5086,2024-09-30,46,7,0.0,169.1,0.0,137.8
5087,2024-10-28,109,17,0.0,573.9,0.0,2665.1
5088,2024-01-22,6,22,862.4,1069.3,3.8,854.7
5089,2025-09-01,76,3,103.3,62.2,19.0,35.5
5090,2025-10-27,36,12,849.2,418.3,24.0,259.4
5091,2023-09-04,12,16,642.4,1131.1,3.3,999.1
5092,2024-05-13,118,15,292.1,433.3,7.6,314.7
5093,2025-11-24,120,19,376.9,256.9,5.0,421.0
5094,2024-01-22,18,15,0.0,662.8,0.0,1620.3
5095,2023-05-15,1,2,4213.9,1612.9,20.8,574.5
5096,2023-10-02,71,22,901.7,490.0,12.2,227.5
5097,2024-11-25,68,10,1883.3,1023.2,7.0,2298.5
5098,2024-04-15,43,1,837.9,346.8,10.9,277.8
5099,2024-08-05,46,7,354.4,169.1,15.3,73.2
5100,2025-12-22,99,6,784.9,434.8,7.8,505.6
5101,2023-09-04,118,21,1889.2,869.1,26.4,353.8
5102,2025-04-14,28,19,5041.3,1650.5,30.4,1473.9
5103,2025-09-29,30,18,165.2,210.3,3.8,306.9
5104,2024-09-02,21,5,450.7,191.8,11.6,305.3
5105,2024-05-13,115,1,1575.1,1637.3,9.1,1275.2
5106,2024-03-18,119,12,290.2,260.6,5.7,245.3
5107,2024-11-25,58,3,652.1,814.0,4.6,1693.7
5108,2025-04-14,45,15,43.7,400.3,0.5,451.2
5109,2025-04-14,73,10,0.0,964.2,0.0,1329.8
5110,2023-09-04,3,15,297.4,321.4,4.8,239.0
5111,2023-01-23,86,10,0.0,817.9,0.0,1470.8
5112,2024-09-30,15,2,3099.4,1277.7,17.3,444.6
5113,2024-05-13,85,6,17.8,312.7,0.3,409.4
5114,2023-12-25,16,21,696.9,353.3,9.4,235.7
5115,2024-09-30,103,4,631.2,247.2,15.0,128.2
5116,2024-12-23,117,22,548.3,359.7,7.1,507.5
5117,2024-05-13,45,13,0.0,404.1,0.0,848.6
5118,2023-08-07,29,10,2614.6,898.5,32.2,515.6
5119,2023-03-20,38,1,0.0,493.6,0.0,510.9
5120,2023-12-25,102,22,140.3,828.9,2.2,395.9
5121,2024-09-30,24,11,378.6,143.6,12.1,46.1
5122,2025-07-07,2,18,2057.7,1219.4,13.2,683.4
5123,2025-06-09,116,11,0.0,1144.2,0.0,430.2
5124,2023-08-07,118,19,632.4,519.9,10.9,209.0
5125,2024-08-05,13,7,206.9,352.4,5.1,309.4
5126,2025-09-01,41,18,102.6,151.0,2.6,187.0
5127,2023-07-10,100,4,300.0,87.1,14.3,74.0
5128,2025-09-01,10,13,351.9,173.3,11.0,128.7
5129,2023-12-25,75,8,621.7,394.7,5.4,777.7
5130,2023-06-12,23,5,964.1,555.2,7.6,960.2
5131,2023-09-04,30,21,0.0,367.6,0.0,396.4
5132,2024-09-02,72,14,0.0,1042.0,0.0,1326.6
5133,2023-05-15,50,9,1133.4,1127.9,6.1,1372.4
5134,2023-03-20,52,9,114.9,208.0,3.1,105.5
5135,2024-04-15,109,17,935.1,573.9,8.2,549.7
5136,2023-06-12,33,4,82.9,45.7,9.5,33.7
5137,2024-05-13,34,6,251.1,284.3,5.6,436.6
5138,2023-07-10,66,20,428.1,155.0,12.3,141.6
5139,2024-04-15,100,20,142.1,89.6,6.4,188.2
5140,2023-04-17,93,14,1329.0,303.1,16.5,207.4
5141,2025-01-20,120,3,657.4,199.1,14.3,282.4
5142,2024-04-15,50,11,0.0,940.7,0.0,2684.0
5143,2025-07-07,9,5,322.6,241.1,7.3,268.8
5144,2025-09-01,9,9,112.0,289.9,1.6,302.8
5145,2024-06-10,32,5,16.2,58.9,1.1,95.3
5146,2025-06-09,54,2,0.0,565.7,0.0,959.9
5147,2025-11-24,29,5,0.0,475.8,0.0,452.2
5148,2024-03-18,68,18,621.9,1111.6,3.4,635.5
5149,2024-09-02,58,6,845.8,699.0,4.4,2654.7
5150,2023-02-20,13,15,366.2,263.7,14.9,127.2
5151,2024-01-22,23,17,0.0,1172.0,0.0,1439.3
5152,2024-06-10,59,20,607.0,896.5,2.1,902.2
5153,2024-02-19,36,6,0.0,320.6,0.0,129.9
5154,2024-01-22,9,14,0.0,411.4,0.0,1107.3
5155,2023-04-17,120,8,379.0,262.3,5.5,681.2
5156,2024-10-28,39,4,785.6,711.6,5.9,611.6
5157,2023-06-12,67,1,612.8,619.4,5.2,983.6
5158,2024-12-23,118,6,0.0,550.0,0.0,324.6
5159,2023-12-25,85,4,0.0,495.3,0.0,1230.1
5160,2024-11-25,89,19,1007.9,690.0,7.5,875.4
5161,2023-03-20,78,15,865.6,498.7,9.5,381.9
5162,2025-06-09,91,6,831.3,540.4,12.5,169.0
5163,2025-10-27,72,10,932.4,1523.0,6.7,1153.8
5164,2024-12-23,34,22,644.2,370.0,9.4,439.0
5165,2024-04-15,72,2,1176.5,1419.0,9.0,1201.6
5166,2024-02-19,29,7,560.6,727.9,7.6,446.9
5167,2023-11-27,120,3,621.1,199.1,13.5,188.2
5168,2023-05-15,53,1,2997.3,1454.6,11.6,1178.0
5169,2024-09-02,74,6,2667.4,857.7,9.2,529.5
5170,2023-04-17,86,20,181.6,1014.6,0.9,1538.5
5171,2025-05-12,75,18,104.5,390.6,0.9,973.7
5172,2023-10-02,74,11,0.0,2195.6,0.0,6821.4
5173,2024-11-25,36,9,430.8,270.4,14.5,326.8
5174,2025-02-17,108,17,429.2,306.5,12.2,270.4
5175,2024-07-08,28,13,1889.1,699.4,17.1,829.9
5176,2023-10-02,28,13,613.2,699.4,5.5,637.8
5177,2025-02-17,37,10,0.0,853.1,0.0,1272.7
5178,2025-10-27,57,15,877.5,488.0,16.2,356.5
5179,2025-04-14,58,22,476.5,1225.6,1.6,1453.1
5180,2024-04-15,1,11,191.0,1092.9,1.0,1154.4
5181,2024-01-22,25,4,0.0,127.9,0.0,223.3
5182,2024-06-10,111,17,2881.9,1696.4,10.0,2446.0
5183,2025-09-29,28,8,0.0,1678.8,0.0,1272.5
5184,2025-07-07,76,16,107.2,86.2,14.9,37.0
5185,2023-09-04,51,22,0.0,319.1,0.0,339.6
5186,2025-07-07,105,2,0.0,1354.8,0.0,1345.5
5187,2023-08-07,35,1,2952.8,1465.1,7.2,3607.1
5188,2024-07-08,65,12,1500.8,1115.7,8.2,888.6
5189,2023-01-01,17,11,332.1,411.7,7.5,123.9
5190,2023-08-07,16,13,439.7,213.0,11.9,403.3
5191,2024-04-15,30,19,379.2,187.4,8.2,286.9
5192,2025-08-04,67,3,234.4,284.2,3.9,595.3
5193,2023-04-17,106,1,848.5,285.9,11.1,401.8
5194,2024-11-25,52,7,147.8,241.7,3.7,271.1
5195,2024-07-08,88,22,1561.5,541.5,12.4,544.8
5196,2024-05-13,72,3,1125.5,644.7,17.2,407.8
5197,2025-07-07,112,13,0.0,363.7,0.0,602.0
5198,2025-02-17,96,12,759.4,675.2,5.3,410.4
5199,2025-09-01,47,20,2029.1,1025.6,7.6,1119.6
5200,2025-05-12,91,21,1134.4,969.8,11.3,546.0
5201,2024-08-05,76,13,0.0,56.1,0.0,31.5
5202,2025-07-07,43,12,457.4,359.1,5.4,737.0
5203,2025-07-07,36,14,684.0,271.1,20.5,175.9
5204,2025-05-12,110,6,0.0,224.4,0.0,209.4
5205,2023-04-17,25,13,208.8,87.9,10.5,76.3
5206,2023-07-10,30,9,242.4,181.7,4.7,346.2
5207,2024-01-22,111,10,3060.8,1092.1,9.4,1205.2
5208,2023-06-12,47,10,879.0,1429.1,3.0,1305.8
5209,2024-06-10,28,5,351.8,1116.1,3.5,918.2
5210,2025-05-12,37,22,1402.3,981.1,7.0,2716.6
5211,2025-12-22,23,5,1425.6,555.2,11.2,770.4
5212,2024-07-08,116,15,567.7,533.8,10.3,1087.2
5213,2023-12-25,7,3,131.7,78.7,8.6,118.3
5214,2024-11-25,104,6,266.2,203.9,12.1,121.2
5215,2023-09-04,94,20,514.5,362.3,6.5,264.9
5216,2025-12-22,96,5,586.9,246.9,8.0,443.7
5217,2024-09-30,112,9,274.0,562.7,2.2,1233.5
5218,2024-03-18,80,18,0.0,413.2,0.0,877.5
5219,2023-08-07,24,17,0.0,91.8,0.0,141.6
5220,2024-04-15,113,4,0.0,276.9,0.0,642.6
5221,2023-03-20,3,18,667.5,503.4,7.7,418.5
5222,2024-02-19,111,15,1348.7,690.0,7.7,991.0
5223,2024-02-19,25,4,51.9,127.9,1.3,214.8
5224,2024-09-02,43,18,465.9,271.1,7.6,241.4
5225,2024-07-08,54,17,0.0,707.3,0.0,2519.3
5226,2025-12-22,38,19,0.0,333.6,0.0,1562.7
5227,2024-01-22,118,19,389.4,519.9,6.7,469.2
5228,2024-02-19,15,1,1339.0,1624.2,8.4,347.0
5229,2024-08-05,105,20,1204.9,953.2,9.1,2064.8
5230,2025-03-17,11,19,2127.8,1502.0,8.5,1981.8
5231,2024-07-08,45,21,1362.3,674.0,9.5,578.1
5232,2025-08-04,5,14,392.6,635.6,2.6,988.1
5233,2024-09-02,62,22,1946.0,601.0,12.6,908.8
5234,2024-02-19,17,19,157.9,339.3,4.2,158.1
5235,2024-05-13,26,17,149.5,309.1,1.8,412.7
5236,2025-11-24,1,10,1286.3,1165.0,7.1,1992.0
5237,2024-11-25,98,11,682.9,451.6,8.1,522.2
5238,2024-11-25,63,4,2527.8,1340.9,15.5,1218.2
5239,2023-02-20,71,16,510.8,373.4,10.8,296.6
5240,2023-01-23,15,10,0.0,1178.6,0.0,381.9
5241,2024-09-02,67,6,2058.3,460.8,23.0,355.8
5242,2024-01-22,45,16,1058.1,506.6,11.0,160.9
5243,2023-12-25,56,13,2752.8,1088.1,24.3,559.5
5244,2025-01-20,56,3,1781.1,1209.0,16.3,1293.0
5245,2024-03-18,84,17,0.0,238.8,0.0,453.6
5246,2025-07-07,86,20,1564.6,1014.6,7.7,1143.6
5247,2025-08-04,81,11,583.4,890.7,3.3,751.7
5248,2024-03-18,73,20,1132.5,986.3,13.1,363.8
5249,2024-01-22,33,15,53.4,28.9,10.5,42.9
5250,2023-10-30,81,4,1379.4,812.9,7.8,632.7
5251,2024-03-18,92,13,562.3,482.0,5.7,633.6
5252,2024-04-15,2,20,4124.2,1676.9,18.8,751.0
5253,2024-08-05,19,4,82.3,209.1,1.3,297.0
5254,2024-02-19,107,9,619.1,356.1,10.2,594.9
5255,2023-04-17,53,18,917.3,835.5,4.7,1221.8
5256,2025-01-20,58,21,4169.7,1007.7,14.4,1016.3
5257,2024-10-28,75,11,0.0,732.1,0.0,1979.4
5258,2023-01-23,21,14,134.6,421.2,1.6,530.3
5259,2023-02-20,94,18,134.3,250.0,2.2,292.2
5260,2024-07-08,111,15,34.7,690.0,0.2,2015.3
5261,2023-02-20,21,15,441.3,227.9,10.4,251.8
5262,2024-11-25,3,19,227.9,474.2,2.3,600.3
5263,2024-09-30,120,8,0.0,262.3,0.0,541.5
5264,2025-09-29,37,3,1032.6,423.3,10.7,720.4
5265,2024-09-30,25,5,308.3,116.9,15.0,120.0
5266,2023-04-17,43,21,0.0,333.6,0.0,910.7
