shipment_id,warehouse_id,supplier_id,transport_mode_id,ship_date,promised_delivery_date,actual_delivery_date,n_orders,total_qty,distance_km,shipping_cost,is_otif
12225,9,50,1,2023-12-09,2023-12-13,2023-12-13,2,1292.0,543.4,25571.34,1
12226,14,3,2,2025-09-03,2025-09-09,2025-09-09,1,682.0,196.3,4539.79,1
12227,12,14,1,2025-10-07,2025-10-13,2025-10-18,1,1584.0,2890.2,132784.97,0
12228,12,21,2,2023-09-09,2023-09-20,2023-09-20,1,366.0,2406.3,45560.21,1
12229,10,3,1,2025-03-01,2025-03-07,2025-03-07,1,631.0,2113.8,82508.81,1
12230,20,56,2,2025-01-05,2025-01-13,2025-01-13,1,624.0,1246.1,34954.81,1
12231,13,20,1,2024-12-10,2024-12-15,2024-12-15,1,874.0,507.8,20215.8,1
12232,18,56,1,2024-12-05,2024-12-13,2024-12-13,3,1835.0,1183.4,57483.15,1
12233,2,15,4,2024-05-11,2024-05-21,2024-05-21,1,244.0,1550.6,13139.27,1
12234,12,48,1,2023-01-08,2023-01-20,2023-01-24,1,1478.0,2130.1,120242.52,0
12235,12,4,1,2025-03-30,2025-04-01,2025-04-02,1,730.0,272.2,9378.38,0
12236,4,50,4,2024-08-20,2024-08-26,2024-08-26,1,620.0,2459.5,34224.0,1
12237,9,21,3,2023-10-09,2023-10-19,2023-10-20,1,960.0,1876.9,292007.46,0
12238,20,53,2,2023-10-11,2023-10-15,2023-10-15,1,242.0,1229.2,21856.39,1
12239,6,51,2,2025-02-11,2025-02-16,2025-02-16,1,457.0,455.5,11516.96,1
12240,7,27,4,2023-11-11,2023-11-23,2023-11-23,1,1230.0,1471.4,24730.42,1
12241,22,12,1,2023-06-08,2023-06-22,2023-06-22,1,370.0,159.5,4385.78,1
12242,17,31,2,2023-02-17,2023-03-01,2023-03-01,1,921.0,1045.0,36432.46,1
12243,8,31,4,2025-12-01,2025-12-12,2025-12-12,1,195.0,980.5,8711.53,1
12244,4,33,4,2023-03-24,2023-04-07,2023-04-07,1,201.0,1931.7,17451.75,1
12245,17,31,2,2024-02-13,2024-03-01,2024-03-05,1,142.0,2291.2,27461.91,0
12246,13,37,2,2023-11-26,2023-11-30,2023-11-30,1,86.0,2741.8,24451.78,1
12247,20,56,1,2025-12-12,2025-12-18,2025-12-27,1,682.0,2926.5,111301.33,0
12248,5,6,2,2024-04-27,2024-05-04,2024-05-04,1,126.0,353.6,4442.74,1
12249,18,56,1,2023-11-18,2023-11-23,2023-11-23,1,1233.0,1445.7,67092.21,1
12250,10,37,4,2025-08-04,2025-08-08,2025-08-08,1,679.0,1055.8,17661.47,1
12251,10,25,2,2024-03-22,2024-04-01,2024-04-04,1,59.0,1810.5,14143.52,0
12252,20,8,3,2025-06-05,2025-06-13,2025-06-13,1,840.0,2258.0,261053.65,1
12253,14,52,1,2024-01-05,2024-01-16,2024-01-16,1,56.0,302.7,2975.87,1
12254,18,26,1,2024-06-30,2024-07-06,2024-07-06,1,258.0,1340.2,29606.29,1
12255,15,1,1,2025-09-16,2025-09-22,2025-09-22,1,86.0,871.6,12509.26,1
12256,13,5,2,2025-03-01,2025-03-09,2025-03-09,1,1372.0,698.3,28673.09,1
12257,15,7,3,2025-11-19,2025-11-24,2025-11-24,1,118.0,1328.4,58292.66,1
12258,12,34,4,2025-08-21,2025-09-01,2025-09-01,1,751.0,1473.7,24695.75,1
12259,21,34,1,2024-04-07,2024-04-18,2024-04-18,1,378.0,74.7,2046.43,1
12260,22,34,2,2023-08-20,2023-09-01,2023-09-01,1,528.0,628.3,13671.77,1
12261,5,50,1,2023-03-23,2023-03-28,2023-03-29,1,330.0,2212.6,60212.87,0
12262,18,27,1,2024-09-20,2024-09-30,2024-09-30,1,1584.0,1149.7,67578.17,1
12263,13,48,1,2025-09-27,2025-10-11,2025-10-11,1,37.0,718.8,6709.04,1
12264,4,34,2,2024-02-23,2024-03-09,2024-03-12,1,174.0,348.6,5052.14,0
12265,10,34,3,2023-07-26,2023-08-06,2023-08-06,1,345.0,682.4,46047.69,1
12266,21,52,4,2024-12-17,2024-12-27,2024-12-27,1,239.0,970.2,8537.78,1
12267,1,16,1,2024-08-27,2024-09-04,2024-09-07,1,765.0,748.3,33198.16,0
12268,22,24,1,2024-11-16,2024-11-22,2024-11-22,1,647.0,2727.2,93829.2,1
12269,11,48,1,2023-01-04,2023-01-15,2023-01-19,1,882.0,2344.5,79319.95,0
12270,7,37,1,2025-05-14,2025-05-19,2025-05-19,2,971.0,289.7,15059.27,1
12271,16,35,1,2024-01-23,2024-02-03,2024-02-03,1,1275.0,3067.6,177242.55,1
12272,4,50,1,2025-02-11,2025-02-15,2025-02-21,1,1506.0,489.1,30929.17,0
12273,15,33,4,2024-12-20,2025-01-05,2025-01-05,1,384.0,2286.9,26158.19,1
12274,5,8,4,2024-03-09,2024-03-19,2024-03-19,1,417.0,2589.5,32502.93,1
12275,13,20,4,2025-01-28,2025-02-02,2025-02-02,1,327.0,338.4,3215.8,1
12276,19,31,1,2024-01-08,2024-01-22,2024-01-22,1,499.0,119.0,4383.66,1
12277,14,53,3,2023-07-23,2023-07-27,2023-07-30,1,1237.0,565.4,69796.9,0
12278,5,47,3,2025-02-23,2025-03-12,2025-03-12,1,1153.0,1567.0,229116.19,1
12279,16,8,1,2025-05-24,2025-05-30,2025-06-06,1,286.0,1489.8,35044.62,0
12280,2,9,1,2024-03-27,2024-04-03,2024-04-03,1,510.0,2692.9,80810.86,1
12281,4,12,1,2023-04-19,2023-05-06,2023-05-09,1,417.0,744.6,21651.29,0
12282,3,23,1,2024-12-22,2024-12-27,2024-12-27,1,287.0,1910.0,53322.46,1
12283,11,56,3,2024-11-29,2024-12-06,2024-12-09,1,517.0,2739.5,278972.02,0
12284,11,34,3,2024-01-01,2024-01-16,2024-01-16,1,369.0,1717.5,160680.32,1
12285,11,5,1,2025-07-10,2025-07-18,2025-07-18,1,1336.0,1432.5,69307.18,1
12286,8,9,1,2025-09-19,2025-09-25,2025-09-26,1,1139.0,805.2,31416.09,0
12287,8,26,1,2024-03-03,2024-03-11,2024-03-11,1,302.0,339.7,8539.48,1
12288,18,47,1,2025-02-21,2025-03-11,2025-03-11,1,1900.0,2194.8,141135.42,1
12289,12,5,2,2025-03-31,2025-04-12,2025-04-12,1,1218.0,870.4,24690.71,1
12290,3,12,1,2025-03-21,2025-04-04,2025-04-04,1,467.0,1974.5,69307.35,1
12291,14,37,1,2025-12-08,2025-12-12,2025-12-12,1,387.0,1172.9,37933.32,1
12292,22,36,2,2025-11-14,2025-11-22,2025-11-22,1,609.0,526.5,15043.65,1
12293,8,18,4,2025-05-27,2025-06-01,2025-06-01,1,1017.0,1982.2,35656.88,1
12294,2,25,2,2024-11-24,2024-12-05,2024-12-07,1,684.0,1931.6,57815.52,0
12295,19,17,1,2023-08-01,2023-08-14,2023-08-14,1,515.0,1943.2,68556.45,1
12296,17,20,3,2025-07-06,2025-07-10,2025-07-15,1,1220.0,2705.4,456815.63,0
12297,2,43,1,2024-02-03,2024-02-08,2024-02-08,1,2162.0,149.7,9460.79,1
12298,2,37,3,2025-02-19,2025-02-24,2025-02-24,1,255.0,1901.2,106906.66,1
12299,6,7,3,2025-03-10,2025-03-14,2025-03-14,1,94.0,1762.9,67080.97,1
12300,8,26,1,2025-07-04,2025-07-12,2025-07-12,1,315.0,1429.4,38291.67,1
12301,10,3,1,2023-05-11,2023-05-17,2023-05-17,1,1105.0,1879.0,98610.34,1
12302,19,31,4,2024-01-23,2024-02-04,2024-02-04,1,229.0,2982.6,28582.21,1
12303,13,53,1,2024-02-06,2024-02-11,2024-02-11,1,272.0,2490.2,57278.23,1
12304,12,12,1,2025-12-16,2025-12-31,2025-12-31,1,941.0,2553.5,108098.12,1
12305,19,38,4,2025-07-29,2025-08-05,2025-08-05,1,952.0,1554.9,25262.73,1
12306,14,37,1,2023-12-16,2023-12-22,2023-12-22,1,866.0,319.6,13419.98,1
12307,7,1,2,2024-08-03,2024-08-10,2024-08-10,1,152.0,500.1,5401.3,1
12308,14,12,1,2024-08-03,2024-08-21,2024-08-24,1,922.0,1618.3,65889.59,0
12309,3,32,2,2024-09-15,2024-09-20,2024-09-20,1,345.0,2989.6,54991.54,1
12310,19,20,3,2023-01-06,2023-01-11,2023-01-11,2,1596.0,2484.3,404858.87,1
12311,14,12,1,2024-09-06,2024-09-24,2024-10-04,1,25.0,1349.2,9204.32,0
12312,9,8,1,2024-09-16,2024-09-24,2024-09-24,1,424.0,236.2,6675.28,1
12313,15,33,3,2023-08-29,2023-09-15,2023-09-16,1,467.0,1689.7,167437.99,0
12314,22,2,1,2025-04-06,2025-04-14,2025-04-14,2,2364.0,427.4,27087.96,1
12315,8,40,1,2024-06-27,2024-07-06,2024-07-06,1,306.0,1798.9,49463.96,1
12316,13,48,3,2026-01-03,2026-01-19,2026-01-21,2,144.0,1802.4,88851.21,0
12317,7,49,1,2024-04-28,2024-05-08,2024-05-08,1,520.0,675.6,19382.75,1
12318,18,1,1,2025-11-01,2025-11-08,2025-11-08,1,1287.0,756.6,35678.07,1
12319,1,13,3,2023-05-02,2023-05-12,2023-05-12,1,298.0,1640.1,97638.32,1
12320,17,3,2,2023-06-15,2023-06-21,2023-06-21,1,600.0,3187.7,77597.33,1
12321,9,15,2,2025-10-23,2025-11-03,2025-11-08,2,438.0,809.4,18524.06,0
12322,21,12,1,2025-07-12,2025-07-27,2025-07-27,1,1047.0,2726.9,116808.82,1
12323,19,26,1,2025-03-31,2025-04-08,2025-04-08,1,308.0,2840.2,69542.77,1
12324,22,6,4,2023-03-09,2023-03-17,2023-03-19,1,158.0,2340.9,18567.32,0
12325,9,49,4,2023-08-07,2023-08-21,2023-08-21,1,931.0,218.1,3157.32,1
12326,11,38,4,2023-06-28,2023-07-02,2023-07-02,1,301.0,2186.1,18867.56,1
12327,2,38,4,2025-10-11,2025-10-16,2025-10-20,1,1304.0,1550.7,29559.88,0
12328,9,50,1,2025-08-14,2025-08-18,2025-08-18,1,281.0,2473.4,65155.38,1
12329,21,53,1,2024-07-14,2024-07-17,2024-07-17,1,618.0,627.0,18520.4,1
12330,18,2,4,2024-10-27,2024-11-08,2024-11-08,1,1022.0,2323.6,40922.78,1
12331,22,40,1,2024-01-24,2024-01-31,2024-01-31,1,956.0,219.6,9643.66,1
12332,14,14,1,2025-04-08,2025-04-16,2025-04-18,3,1830.0,659.5,46115.73,0
12333,3,36,4,2025-11-25,2025-12-02,2025-12-02,1,1421.0,2523.4,61660.75,1
12334,15,20,1,2025-10-25,2025-11-01,2025-11-01,1,1216.0,879.1,45910.61,1
12335,1,21,4,2023-09-15,2023-09-24,2023-09-24,1,314.0,2033.4,18570.51,1
12336,2,12,1,2024-11-07,2024-11-20,2024-11-20,1,815.0,1428.6,65474.4,1
12337,17,53,1,2024-12-06,2024-12-10,2024-12-10,1,270.0,473.6,9900.23,1
12338,22,23,4,2024-11-06,2024-11-09,2024-11-09,1,1293.0,2030.8,37045.69,1
12339,7,14,1,2024-02-28,2024-03-07,2024-03-08,1,362.0,3010.2,65207.74,0
12340,6,53,4,2024-08-28,2024-08-31,2024-08-31,1,347.0,1902.5,19282.04,1
12341,18,48,1,2023-10-07,2023-10-23,2023-10-28,1,77.0,1317.8,16217.16,0
12342,1,23,1,2023-08-23,2023-08-28,2023-08-28,1,1068.0,1551.3,72004.73,1
12343,5,2,3,2024-08-04,2024-08-12,2024-08-12,1,866.0,665.5,73962.74,1
12344,17,27,1,2023-07-01,2023-07-14,2023-07-16,1,932.0,608.8,30345.24,0
12345,17,26,4,2024-05-19,2024-05-27,2024-05-27,1,31.0,3090.9,8182.88,1
12346,12,21,3,2025-05-01,2025-05-09,2025-05-09,1,683.0,124.3,11426.02,1
12347,12,38,1,2024-02-02,2024-02-08,2024-02-10,1,336.0,416.6,11176.56,0
12348,2,49,3,2024-09-04,2024-09-16,2024-09-18,1,197.0,961.8,65890.45,0
12349,11,26,1,2024-08-19,2024-08-27,2024-08-27,1,18.0,2983.9,18566.16,1
12350,15,12,1,2025-10-21,2025-11-06,2025-11-09,1,221.0,2075.4,43952.52,0
12351,13,16,4,2023-12-17,2023-12-27,2023-12-27,1,335.0,799.0,7567.02,1
12352,7,26,4,2023-09-22,2023-10-01,2023-10-01,1,476.0,1305.3,17275.71,1
12353,13,31,4,2024-07-02,2024-07-18,2024-07-18,1,99.0,1704.3,7811.73,1
12354,6,36,3,2024-12-31,2025-01-05,2025-01-05,1,504.0,751.1,67238.83,1
12355,8,34,2,2023-05-15,2023-05-25,2023-05-25,1,252.0,2708.6,51155.65,1
12356,11,52,1,2023-01-26,2023-02-09,2023-02-09,1,167.0,2102.2,37447.8,1
12357,19,56,2,2025-10-11,2025-10-19,2025-10-19,1,166.0,1418.5,16001.1,1
12358,2,33,4,2024-10-10,2024-10-27,2024-10-27,1,948.0,750.7,14696.67,1
12359,22,34,4,2023-09-20,2023-10-04,2023-10-04,1,528.0,2522.4,33370.02,1
12360,12,48,4,2025-07-02,2025-07-14,2025-07-17,1,42.0,2040.2,7266.82,0
12361,12,21,1,2024-03-01,2024-03-10,2024-03-10,1,136.0,1120.5,21147.51,1
12362,11,12,2,2023-09-23,2023-10-10,2023-10-10,1,547.0,1316.0,32445.01,1
12363,6,4,4,2023-03-27,2023-03-31,2023-04-02,1,970.0,2143.0,34442.61,0
12364,1,26,2,2025-02-03,2025-02-11,2025-02-22,1,1059.0,1581.0,56565.76,0
12365,5,17,2,2025-09-06,2025-09-18,2025-09-18,1,273.0,1960.3,33470.47,1
12366,9,48,2,2025-06-12,2025-06-26,2025-06-30,1,85.0,692.1,6527.8,0
12367,7,27,1,2023-12-14,2023-12-25,2023-12-25,1,1470.0,898.6,56223.41,1
12368,2,37,1,2024-05-04,2024-05-09,2024-05-09,1,1162.0,646.7,34600.58,1
12369,10,20,1,2024-06-20,2024-06-26,2024-06-26,1,923.0,873.8,34062.57,1
12370,2,12,4,2025-11-23,2025-12-08,2025-12-08,1,1335.0,2109.4,38319.76,1
12371,3,59,1,2025-10-07,2025-10-12,2025-10-15,1,1165.0,140.6,6221.26,0
12372,5,56,4,2023-08-22,2023-08-29,2023-08-29,1,179.0,1363.6,9502.09,1
12373,11,22,4,2023-01-28,2023-02-06,2023-02-06,1,434.0,2001.9,19731.94,1
12374,14,14,4,2025-01-19,2025-01-28,2025-01-28,1,378.0,326.4,3940.54,1
12375,18,22,1,2024-01-24,2024-02-02,2024-02-02,1,679.0,2276.9,99031.92,1
12376,4,21,2,2024-02-10,2024-02-20,2024-02-24,1,397.0,2713.4,45217.44,0
12377,10,18,2,2025-03-13,2025-03-18,2025-03-18,1,46.0,1037.8,7027.91,1
12378,4,60,1,2023-12-26,2024-01-02,2024-01-02,1,1144.0,204.2,11563.14,1
12379,4,35,2,2023-12-08,2023-12-17,2023-12-17,1,651.0,2957.0,75565.66,1
12380,11,5,1,2025-03-03,2025-03-12,2025-03-12,1,1103.0,439.3,21757.04,1
12381,10,32,3,2023-06-09,2023-06-14,2023-06-14,1,658.0,1586.8,177912.1,1
12382,8,56,1,2023-03-22,2023-03-30,2023-03-30,1,1077.0,438.6,16583.99,1
12383,14,14,2,2023-09-20,2023-09-28,2023-09-28,1,826.0,1197.8,29126.97,1
12384,9,31,4,2024-08-06,2024-08-20,2024-08-20,1,175.0,2572.1,16947.73,1
12385,10,13,4,2023-12-11,2023-12-22,2023-12-22,1,244.0,2231.9,20144.49,1
12386,19,38,2,2024-09-12,2024-09-16,2024-09-16,1,398.0,967.2,21280.3,1
12387,11,5,1,2026-01-01,2026-01-12,2026-01-12,1,1242.0,492.5,21563.89,1
12388,5,37,2,2023-07-19,2023-07-25,2023-07-25,1,161.0,1472.3,22414.47,1
12389,7,51,1,2023-08-09,2023-08-13,2023-08-13,1,274.0,2988.9,61519.64,1
12390,20,12,1,2024-09-10,2024-09-25,2024-09-25,1,395.0,79.8,1909.38,1
12391,10,24,2,2023-12-28,2023-12-31,2023-12-31,1,768.0,116.2,3742.27,1
12392,15,50,3,2024-07-16,2024-07-21,2024-07-21,1,458.0,830.9,79514.26,1
12393,11,48,2,2024-06-14,2024-06-29,2024-07-03,1,409.0,1152.9,23679.15,0
12394,19,17,1,2025-05-22,2025-06-03,2025-06-03,1,362.0,2484.7,54260.66,1
12395,18,51,2,2024-10-25,2024-10-31,2024-11-01,1,494.0,587.5,13517.43,0
12396,14,34,4,2024-09-07,2024-09-21,2024-09-21,1,180.0,2435.0,20257.79,1
12397,2,5,4,2023-08-31,2023-09-10,2023-09-10,1,421.0,1263.2,11745.84,1
12398,4,22,3,2024-11-12,2024-11-23,2024-11-28,1,1292.0,2711.4,363556.51,0
12399,19,21,4,2025-02-01,2025-02-09,2025-02-14,1,351.0,2407.4,25488.98,0
12400,6,27,4,2025-03-28,2025-04-10,2025-04-10,1,785.0,1853.1,33490.19,1
12401,17,30,4,2024-03-26,2024-03-31,2024-03-31,1,239.0,509.5,3650.88,1
12402,18,30,2,2024-11-03,2024-11-08,2024-11-08,1,232.0,2928.7,42257.05,1
12403,19,25,4,2023-07-02,2023-07-13,2023-07-13,1,1114.0,3052.7,61576.29,1
12404,14,53,3,2023-02-15,2023-02-20,2023-02-20,1,541.0,2004.3,159000.92,1
12405,14,26,1,2025-11-23,2025-11-30,2025-11-30,1,18.0,672.5,4481.81,1
12406,20,56,1,2024-12-25,2025-01-02,2025-01-02,1,163.0,1987.1,42370.92,1
12407,19,21,1,2024-10-12,2024-10-21,2024-10-24,1,398.0,2585.5,67611.91,0
12408,1,47,2,2025-05-18,2025-06-01,2025-06-01,1,384.0,838.8,14895.72,1
12409,4,47,2,2025-10-16,2025-10-31,2025-10-31,1,2042.0,771.2,33301.18,1
12410,11,26,2,2024-11-19,2024-11-24,2024-11-24,1,44.0,192.1,1117.29,1
12411,19,17,4,2025-12-12,2025-12-29,2025-12-29,1,738.0,2259.7,37661.19,1
12412,19,17,1,2023-11-24,2023-12-07,2023-12-07,1,291.0,2810.5,69217.38,1
12413,8,22,1,2023-04-14,2023-04-25,2023-05-01,1,70.0,2157.8,20779.52,0
12414,20,12,2,2024-07-28,2024-08-15,2024-08-17,1,955.0,1099.3,36470.39,0
12415,14,28,1,2024-07-15,2024-07-23,2024-07-23,1,466.0,354.7,12596.42,1
12416,17,47,1,2025-07-12,2025-07-27,2025-07-30,1,888.0,3051.5,115866.86,0
12417,7,14,1,2025-09-18,2025-09-26,2025-09-26,1,547.0,2549.0,72826.59,1
12418,2,8,1,2025-01-23,2025-01-31,2025-01-31,1,788.0,2972.2,108083.01,1
12419,19,9,1,2025-11-16,2025-11-23,2025-11-23,1,270.0,1000.7,20993.71,1
12420,8,22,3,2025-01-29,2025-02-10,2025-02-10,1,505.0,1964.0,150130.49,1
12421,14,12,1,2023-02-01,2023-02-18,2023-02-18,1,10.0,3102.9,16335.49,1
12422,5,2,1,2023-04-06,2023-04-14,2023-04-14,1,1259.0,223.7,10605.29,1
12423,16,50,1,2025-07-28,2025-08-01,2025-08-07,1,200.0,3110.8,64473.39,0
12424,3,8,4,2025-11-18,2025-11-27,2025-11-27,1,988.0,1305.6,25893.96,1
12425,5,2,2,2025-03-17,2025-03-27,2025-04-01,1,922.0,1599.1,39735.14,0
12426,16,15,3,2023-07-04,2023-07-15,2023-07-15,1,681.0,2189.9,287541.68,1
12427,6,15,1,2023-05-22,2023-06-01,2023-06-01,1,211.0,1493.6,24505.23,1
12428,10,12,4,2025-03-26,2025-04-08,2025-04-08,1,959.0,3064.5,55611.95,1
12429,8,40,1,2023-08-13,2023-08-22,2023-08-22,1,529.0,838.2,22517.94,1
12430,16,50,4,2024-10-10,2024-10-15,2024-10-15,1,656.0,1166.2,15221.97,1
12431,18,56,3,2024-11-05,2024-11-13,2024-11-13,1,729.0,1377.6,141693.57,1
12432,22,56,1,2023-05-08,2023-05-17,2023-05-17,1,394.0,2723.5,62804.41,1
12433,17,15,4,2025-05-17,2025-05-27,2025-05-27,1,706.0,1734.7,27441.53,1
12434,8,48,3,2025-08-16,2025-08-27,2025-08-27,1,271.0,2860.3,229156.25,1
12435,7,16,4,2023-12-24,2024-01-04,2024-01-04,1,942.0,1360.3,19174.59,1
12436,21,2,3,2024-03-27,2024-04-07,2024-04-07,1,470.0,2815.2,226463.9,1
12437,18,17,1,2025-03-05,2025-03-21,2025-03-25,1,715.0,1059.1,37811.52,0
12438,3,34,1,2023-04-07,2023-04-19,2023-04-21,1,149.0,767.0,12579.51,0
12439,2,5,2,2023-12-29,2024-01-09,2024-01-09,1,1046.0,215.1,6844.23,1
12440,6,57,1,2025-09-29,2025-10-10,2025-10-12,1,158.0,745.6,13622.77,0
12441,1,23,2,2024-08-02,2024-08-07,2024-08-08,1,140.0,1779.9,24533.71,0
12442,5,21,1,2025-07-21,2025-07-30,2025-07-30,1,776.0,3080.8,103124.32,1
12443,19,20,1,2025-04-18,2025-04-24,2025-04-24,1,1207.0,1037.4,47456.16,1
12444,6,34,4,2023-01-02,2023-01-13,2023-01-14,1,340.0,3088.7,28778.7,0
12445,14,8,3,2023-05-09,2023-05-18,2023-05-18,1,717.0,151.3,14324.02,1
12446,10,37,1,2026-01-03,2026-01-09,2026-01-09,1,718.0,2562.0,110462.19,1
12447,12,12,1,2023-01-26,2023-02-11,2023-02-14,1,579.0,608.7,18231.07,0
12448,11,52,4,2025-08-08,2025-08-22,2025-08-27,1,278.0,527.1,5116.19,0
12449,14,28,3,2023-02-27,2023-03-06,2023-03-06,1,481.0,537.0,44634.98,1
12450,19,43,1,2023-10-12,2023-10-16,2023-10-16,1,1222.0,2910.5,118170.15,1
12451,19,56,3,2023-12-10,2023-12-18,2023-12-18,1,290.0,1142.8,66233.49,1
12452,11,22,1,2025-12-09,2025-12-19,2025-12-19,1,649.0,1476.1,52716.49,1
12453,5,2,2,2024-01-14,2024-01-24,2024-01-24,1,1094.0,99.6,3809.79,1
12454,22,57,3,2025-07-26,2025-08-05,2025-08-05,1,949.0,664.9,87154.78,1
12455,13,38,1,2024-10-23,2024-10-29,2024-10-29,1,1467.0,2523.7,118834.85,1
12456,14,8,2,2025-04-20,2025-04-28,2025-04-28,1,927.0,1818.9,50485.04,1
12457,16,38,1,2025-09-22,2025-09-28,2025-09-28,1,547.0,314.7,12061.78,1
12458,3,41,3,2025-06-27,2025-07-07,2025-07-07,1,315.0,1061.4,93576.89,1
12459,5,16,2,2024-08-16,2024-08-27,2024-08-27,1,37.0,1761.1,11917.35,1
12460,3,43,1,2025-03-29,2025-04-03,2025-04-03,1,22.0,598.3,4638.98,1
12461,18,43,1,2024-11-13,2024-11-17,2024-11-28,1,356.0,1336.5,41042.25,0
12462,1,1,1,2025-10-13,2025-10-19,2025-10-19,1,2097.0,3030.8,169386.13,1
12463,22,12,3,2025-05-15,2025-05-31,2025-06-08,1,1979.0,509.6,97739.26,0
12464,20,12,2,2025-10-21,2025-11-05,2025-11-16,1,850.0,905.7,25186.38,0
12465,5,23,1,2025-01-14,2025-01-19,2025-01-19,1,585.0,2102.7,59346.35,1
12466,3,47,2,2025-01-10,2025-01-24,2025-01-26,1,780.0,1342.5,44669.58,0
12467,9,12,1,2023-12-06,2023-12-22,2023-12-22,1,722.0,1444.5,53020.05,1
12468,20,48,1,2024-02-14,2024-02-27,2024-03-02,1,1065.0,128.6,6408.44,0
12469,11,52,1,2023-02-25,2023-03-10,2023-03-15,1,221.0,787.6,17111.48,0
12470,8,20,3,2023-05-29,2023-06-02,2023-06-02,1,1334.0,682.9,125204.31,1
12471,16,40,4,2023-07-05,2023-07-14,2023-07-14,1,444.0,834.8,10231.8,1
12472,16,24,1,2025-10-26,2025-10-29,2025-10-29,1,888.0,2391.2,100443.08,1
12473,17,37,3,2025-11-04,2025-11-09,2025-11-09,1,273.0,1013.0,83457.06,1
12474,1,26,3,2023-01-18,2023-01-27,2023-01-30,1,530.0,73.3,7716.74,0
12475,9,43,2,2025-05-27,2025-05-31,2025-05-31,1,721.0,1794.2,46109.25,1
12476,16,27,1,2024-02-28,2024-03-12,2024-03-12,1,893.0,1759.8,67170.14,1
12477,16,52,4,2023-11-21,2023-12-04,2023-12-04,1,182.0,1685.2,11684.91,1
12478,1,40,1,2023-06-28,2023-07-07,2023-07-07,1,455.0,603.6,19840.14,1
12479,22,13,1,2023-06-05,2023-06-17,2023-06-17,1,994.0,1462.9,69019.14,1
12480,19,31,3,2025-03-19,2025-04-06,2025-04-08,1,162.0,1139.1,54708.44,0
12481,4,59,4,2024-11-16,2024-11-19,2024-11-19,1,388.0,896.6,10709.79,1
12482,6,21,1,2024-09-26,2024-10-05,2024-10-08,1,180.0,2424.6,51059.66,0
12483,8,15,3,2025-11-28,2025-12-07,2025-12-10,1,1013.0,2260.7,348442.51,0
12484,18,57,3,2023-11-20,2023-11-28,2023-11-28,1,608.0,2964.3,269787.74,1
12485,6,17,2,2023-05-14,2023-06-01,2023-06-01,1,306.0,393.9,7588.09,1
12486,16,37,1,2024-10-23,2024-10-28,2024-10-28,1,745.0,335.0,14738.02,1
12487,20,57,2,2024-07-04,2024-07-15,2024-07-15,1,542.0,1087.0,26709.94,1
12488,13,53,4,2025-04-26,2025-04-30,2025-04-30,1,180.0,1917.8,15301.87,1
12489,1,53,1,2025-10-09,2025-10-13,2025-10-17,1,1165.0,1641.9,85834.6,0
12490,9,38,4,2025-10-16,2025-10-21,2025-10-21,1,1002.0,2466.1,44599.9,1
12491,9,4,2,2023-08-29,2023-09-01,2023-09-01,1,478.0,2451.6,48580.98,1
12492,9,2,1,2023-05-14,2023-05-25,2023-05-25,1,1146.0,1230.1,49215.14,1
12493,8,12,4,2024-09-29,2024-10-15,2024-10-15,1,696.0,446.9,7656.23,1
12494,6,31,4,2024-05-27,2024-06-10,2024-06-10,1,235.0,2280.1,19004.21,1
12495,13,30,1,2025-12-27,2026-01-04,2026-01-04,1,195.0,1767.0,35927.69,1
12496,11,25,2,2025-10-20,2025-10-29,2025-10-30,1,265.0,951.1,15443.03,0
12497,14,8,1,2025-01-22,2025-01-31,2025-01-31,1,1459.0,2325.0,135460.37,1
12498,18,7,4,2023-10-22,2023-10-26,2023-10-26,1,113.0,2874.5,14206.7,1
12499,13,9,1,2023-03-05,2023-03-10,2023-03-14,1,872.0,1521.0,69592.04,0
12500,10,20,2,2025-03-20,2025-03-27,2025-03-27,1,1248.0,2872.3,97594.13,1
12501,18,30,3,2025-05-20,2025-05-26,2025-05-26,1,239.0,512.6,27638.17,1
12502,3,12,4,2025-07-20,2025-08-06,2025-08-06,1,735.0,672.4,9849.76,1
12503,13,50,1,2025-10-17,2025-10-22,2025-10-22,1,655.0,3038.3,112266.98,1
12504,11,53,1,2025-12-24,2025-12-27,2026-01-01,1,414.0,549.9,17559.34,0
12505,6,56,2,2024-01-17,2024-01-23,2024-01-23,1,742.0,1209.2,29132.9,1
12506,21,23,4,2025-10-28,2025-11-03,2025-11-03,1,1470.0,2485.6,42304.34,1
12507,12,27,3,2023-04-24,2023-05-07,2023-05-07,1,1635.0,953.5,160053.29,1
12508,19,56,2,2025-03-27,2025-04-03,2025-04-05,1,329.0,1467.4,29643.75,0
12509,14,17,2,2024-01-05,2024-01-18,2024-01-23,1,664.0,1834.8,50947.79,0
12510,12,56,2,2024-12-19,2024-12-26,2024-12-26,1,251.0,939.5,12749.02,1
12511,12,50,1,2023-08-26,2023-09-01,2023-09-02,1,703.0,3011.5,96783.44,0
12512,10,37,1,2025-07-15,2025-07-19,2025-07-19,1,932.0,2240.8,96072.36,1
12513,12,48,3,2024-05-19,2024-06-04,2024-06-06,1,601.0,2341.7,208008.07,0
12514,15,8,1,2024-05-12,2024-05-21,2024-05-21,1,665.0,2763.6,110694.69,1
