entity_type,sku,category,warehouse,week,stockout_probability,risk_band,evidence
SKU-Warehouse,SKU-00056,Electronics,New Kellystad Distribution Center,2025-12-22,0.154,Low,"Demand decreased 22% (849 -> 664 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00056,Electronics,West Michael Distribution Center,2025-12-22,0.283,Medium,"Demand increased 14% (1342 -> 1532 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00056,Electronics,Jacquelineland Distribution Center,2025-12-22,0.495,Medium,"Demand increased 13% (930 -> 1051 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks."
SKU-Warehouse,SKU-00057,Packaged Foods,East Jill Distribution Center,2025-12-22,0.496,Medium,"Demand decreased 10% (1757 -> 1580 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.5 to 6.1 days of supply."
SKU-Warehouse,SKU-00057,Packaged Foods,Robinsonshire Distribution Center,2025-12-22,0.456,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00057,Packaged Foods,Lisatown Distribution Center,2025-12-22,0.305,Medium,"Demand increased 119% (589 -> 1290 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00057,Packaged Foods,Port Keith Distribution Center,2025-12-22,0.616,High,Inventory coverage improved from 16.2 to 18.3 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00057,Packaged Foods,Port Jesseville Distribution Center,2025-12-22,0.551,High,"Demand increased 14% (666 -> 762 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00058,Home & Kitchen,North Judithbury Distribution Center,2025-12-22,0.65,High,"Demand increased 38% (2374 -> 3276 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 3 to 7 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00058,Home & Kitchen,New Roberttown Distribution Center,2025-12-22,0.148,Low,Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.
SKU-Warehouse,SKU-00058,Home & Kitchen,Lake Debra Distribution Center,2025-12-22,0.654,High,"Demand increased 38% (940 -> 1300 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.9 to 4.2 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00058,Home & Kitchen,Robinsonshire Distribution Center,2025-12-22,0.552,High,"Demand decreased 22% (1447 -> 1122 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00058,Home & Kitchen,Lisatown Distribution Center,2025-12-22,0.421,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00058,Home & Kitchen,Port Jesseville Distribution Center,2025-12-22,0.361,Medium,Inventory coverage declined from 15.4 to 6.3 days of supply.
SKU-Warehouse,SKU-00058,Home & Kitchen,West Michael Distribution Center,2025-12-22,0.488,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00058,Home & Kitchen,New Jessica Distribution Center,2025-12-22,0.564,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00058,Home & Kitchen,South Noah Distribution Center,2025-12-22,0.069,Low,"Demand increased 139% (1170 -> 2792 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 6 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00058,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.4,Medium,"Demand decreased 22% (2062 -> 1615 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00059,Apparel,North Judithbury Distribution Center,2025-12-22,0.458,Medium,"Demand increased 17% (3028 -> 3554 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.7 to 5.8 days of supply.; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00059,Apparel,West Michael Distribution Center,2025-12-22,0.214,Low,"Demand decreased 20% (1904 -> 1521 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00059,Apparel,New Jessica Distribution Center,2025-12-22,0.802,Critical,Inventory coverage declined from 2.9 to 0.0 days of supply.; Late deliveries for this product-warehouse rose from 3 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window.
SKU-Warehouse,SKU-00060,Industrial Parts,North Judithbury Distribution Center,2025-12-22,0.335,Medium,"Demand increased 8472% (816 -> 69928 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 13.5 to 16.9 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00060,Industrial Parts,Robinsonshire Distribution Center,2025-12-22,0.212,Low,"Demand increased 78% (267 -> 476 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00060,Industrial Parts,Ericmouth Distribution Center,2025-12-22,0.104,Low,"Demand increased 38% (494 -> 680 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.3 to 12.5 days of supply."
SKU-Warehouse,SKU-00060,Industrial Parts,Jacquelineland Distribution Center,2025-12-22,0.169,Low,"Demand increased 136% (314 -> 741 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00061,Electronics,East Jessetown Distribution Center,2025-12-22,0.217,Low,"Demand decreased 20% (241 -> 194 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00061,Electronics,Lake Debra Distribution Center,2025-12-22,0.242,Low,"Demand decreased 24% (68 -> 52 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00061,Electronics,Lisatown Distribution Center,2025-12-22,0.33,Medium,"Demand decreased 20% (151 -> 120 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 14.0 to 12.1 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00061,Electronics,Herrerafurt Distribution Center,2025-12-22,0.257,Medium,Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.
SKU-Warehouse,SKU-00061,Electronics,Port Jesseville Distribution Center,2025-12-22,0.361,Medium,"Demand decreased 26% (143 -> 105 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00061,Electronics,Ramirezstad Distribution Center,2025-12-22,0.149,Low,"Demand decreased 46% (189 -> 102 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00061,Electronics,West Michael Distribution Center,2025-12-22,0.187,Low,"Demand increased 42% (98 -> 139 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00061,Electronics,Jacquelineland Distribution Center,2025-12-22,0.551,High,"Demand decreased 21% (140 -> 111 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00061,Electronics,Lake Mark Distribution Center,2025-12-22,0.226,Low,Inventory coverage improved from 3.4 to 12.8 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00062,Industrial Parts,East Jill Distribution Center,2025-12-22,0.2,Low,"Demand increased 54% (755 -> 1165 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00062,Industrial Parts,Ericmouth Distribution Center,2025-12-22,0.212,Low,"Demand decreased 13% (780 -> 678 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.3 to 5.9 days of supply."
SKU-Warehouse,SKU-00062,Industrial Parts,New Jessica Distribution Center,2025-12-22,0.579,High,"Demand increased 55% (1270 -> 1969 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 3 to 5 orders over the last 4 weeks."
SKU-Warehouse,SKU-00062,Industrial Parts,Lake Mark Distribution Center,2025-12-22,0.239,Low,"Demand increased 17% (905 -> 1058 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.5 to 4.8 days of supply."
SKU-Warehouse,SKU-00063,Personal Care,North Judithbury Distribution Center,2025-12-22,0.705,High,"Demand increased 16% (1265 -> 1468 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 15.3 to 5.4 days of supply."
SKU-Warehouse,SKU-00063,Personal Care,East Jill Distribution Center,2025-12-22,0.364,Medium,Late deliveries for this product-warehouse rose from 4 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 3 in the same comparison window.
SKU-Warehouse,SKU-00063,Personal Care,East Jessetown Distribution Center,2025-12-22,0.747,High,Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00063,Personal Care,Lisatown Distribution Center,2025-12-22,0.564,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00063,Personal Care,Ericmouth Distribution Center,2025-12-22,0.339,Medium,"Demand increased 34% (1308 -> 1746 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 3 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 3 in the same comparison window."
SKU-Warehouse,SKU-00063,Personal Care,Jacquelineland Distribution Center,2025-12-22,0.676,High,"Demand increased 17% (1221 -> 1430 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00064,Home & Kitchen,Lake Debra Distribution Center,2025-12-22,0.122,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00064,Home & Kitchen,North Noahstad Distribution Center,2025-12-22,0.183,Low,"Demand increased 13% (853 -> 964 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00064,Home & Kitchen,Cassandraton Distribution Center,2025-12-22,0.296,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00064,Home & Kitchen,Lake Chad Distribution Center,2025-12-22,0.41,Medium,"Demand increased 18% (865 -> 1018 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00064,Home & Kitchen,Port Jesseville Distribution Center,2025-12-22,0.424,Medium,"Demand increased 89% (591 -> 1116 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00064,Home & Kitchen,Ramirezstad Distribution Center,2025-12-22,0.231,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00064,Home & Kitchen,Jacquelineland Distribution Center,2025-12-22,0.482,Medium,"Demand increased 43% (690 -> 990 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00065,Electronics,Cassandraton Distribution Center,2025-12-22,0.315,Medium,"Demand decreased 56% (1418 -> 620 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.1 to 3.7 days of supply."
SKU-Warehouse,SKU-00065,Electronics,Herrerafurt Distribution Center,2025-12-22,0.38,Medium,"Demand decreased 27% (1162 -> 844 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 20.1 to 16.0 days of supply."
SKU-Warehouse,SKU-00065,Electronics,Ramirezstad Distribution Center,2025-12-22,0.329,Medium,"Demand decreased 20% (1085 -> 867 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.3 to 5.6 days of supply."
SKU-Warehouse,SKU-00065,Electronics,Jacquelineland Distribution Center,2025-12-22,0.196,Low,Inventory coverage declined from 26.5 to 23.7 days of supply.
SKU-Warehouse,SKU-00066,Automotive Parts,New Roberttown Distribution Center,2025-12-22,0.15,Low,"Demand increased 10% (80 -> 88 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00066,Automotive Parts,Robinsonshire Distribution Center,2025-12-22,0.223,Low,"Demand increased 19% (136 -> 163 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.3 to 3.0 days of supply."
SKU-Warehouse,SKU-00066,Automotive Parts,Herrerafurt Distribution Center,2025-12-22,0.13,Low,"Demand decreased 17% (230 -> 191 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 1.3 to 1.0 days of supply."
SKU-Warehouse,SKU-00066,Automotive Parts,New Kellystad Distribution Center,2025-12-22,0.069,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00066,Automotive Parts,Port Keith Distribution Center,2025-12-22,0.134,Low,"Demand decreased 21% (115 -> 90 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00066,Automotive Parts,Port Jesseville Distribution Center,2025-12-22,0.131,Low,"Demand decreased 20% (150 -> 120 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00066,Automotive Parts,West Michael Distribution Center,2025-12-22,0.263,Medium,"Demand decreased 26% (162 -> 120 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00066,Automotive Parts,New Jessica Distribution Center,2025-12-22,0.097,Low,"Demand decreased 25% (349 -> 262 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.2 to 9.1 days of supply."
SKU-Warehouse,SKU-00067,Automotive Parts,North Judithbury Distribution Center,2025-12-22,0.386,Medium,"Demand increased 32% (779 -> 1025 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00067,Automotive Parts,East Jill Distribution Center,2025-12-22,0.278,Medium,Inventory coverage declined from 6.7 to 2.7 days of supply.
SKU-Warehouse,SKU-00067,Automotive Parts,New Roberttown Distribution Center,2025-12-22,0.099,Low,"Demand decreased 38% (648 -> 405 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00067,Automotive Parts,East Jessetown Distribution Center,2025-12-22,0.42,Medium,Inventory coverage improved from 5.2 to 5.9 days of supply.
SKU-Warehouse,SKU-00067,Automotive Parts,Robinsonshire Distribution Center,2025-12-22,0.129,Low,Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00067,Automotive Parts,North Noahstad Distribution Center,2025-12-22,0.256,Medium,Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.
SKU-Warehouse,SKU-00067,Automotive Parts,Lake Mark Distribution Center,2025-12-22,0.154,Low,"Demand increased 87% (787 -> 1473 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00068,Automotive Parts,Lake Roberto Distribution Center,2025-12-22,0.395,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00068,Automotive Parts,North Noahstad Distribution Center,2025-12-22,0.386,Medium,"Demand decreased 49% (2843 -> 1442 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00068,Automotive Parts,West Michael Distribution Center,2025-12-22,0.13,Low,"Demand decreased 15% (1350 -> 1144 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00069,Electronics,East Jill Distribution Center,2025-12-22,0.15,Low,"Demand decreased 17% (742 -> 617 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00069,Electronics,Cassandraton Distribution Center,2025-12-22,0.118,Low,"Demand decreased 31% (886 -> 615 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00069,Electronics,New Kellystad Distribution Center,2025-12-22,0.118,Low,"Demand increased 44% (314 -> 452 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00069,Electronics,Lake Chad Distribution Center,2025-12-22,0.134,Low,"Demand increased 94% (375 -> 729 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00069,Electronics,West Michael Distribution Center,2025-12-22,0.174,Low,"Demand decreased 72% (860 -> 244 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 7.5 to 5.2 days of supply."
SKU-Warehouse,SKU-00070,Apparel,Lake Roberto Distribution Center,2025-12-22,0.129,Low,"Demand decreased 59% (770 -> 314 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00070,Apparel,North Noahstad Distribution Center,2025-12-22,0.534,High,"Demand increased 34% (438 -> 586 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 0.4 to 0.2 days of supply."
SKU-Warehouse,SKU-00070,Apparel,New Kellystad Distribution Center,2025-12-22,0.492,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00071,Home & Kitchen,North Judithbury Distribution Center,2025-12-22,0.472,Medium,"Demand decreased 24% (515 -> 390 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00071,Home & Kitchen,East Jill Distribution Center,2025-12-22,0.535,High,"Demand increased 70% (330 -> 559 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00071,Home & Kitchen,Robinsonshire Distribution Center,2025-12-22,0.538,High,"Demand decreased 48% (414 -> 216 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 13.8 to 9.1 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00071,Home & Kitchen,Lisatown Distribution Center,2025-12-22,0.345,Medium,"Demand increased 46% (343 -> 502 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.4 to 0.0 days of supply."
SKU-Warehouse,SKU-00071,Home & Kitchen,New Kellystad Distribution Center,2025-12-22,0.495,Medium,"Demand decreased 36% (305 -> 195 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00071,Home & Kitchen,Port Keith Distribution Center,2025-12-22,0.476,Medium,Inventory coverage declined from 12.9 to 9.7 days of supply.
SKU-Warehouse,SKU-00071,Home & Kitchen,Port Jesseville Distribution Center,2025-12-22,0.47,Medium,Inventory coverage declined from 23.8 to 20.7 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.
SKU-Warehouse,SKU-00071,Home & Kitchen,Ramirezstad Distribution Center,2025-12-22,0.48,Medium,"Demand increased 51% (295 -> 446 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00071,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.474,Medium,"Demand decreased 16% (428 -> 362 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00072,Electronics,East Jill Distribution Center,2025-12-22,0.204,Low,"Demand increased 41% (861 -> 1216 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00072,Electronics,New Roberttown Distribution Center,2025-12-22,0.494,Medium,"Demand decreased 27% (606 -> 440 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00072,Electronics,Lake Debra Distribution Center,2025-12-22,0.523,High,"Demand increased 40% (400 -> 559 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00072,Electronics,Ericmouth Distribution Center,2025-12-22,0.255,Medium,"Demand decreased 48% (970 -> 502 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00072,Electronics,North Noahstad Distribution Center,2025-12-22,0.32,Medium,"Demand decreased 35% (1269 -> 828 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00072,Electronics,Herrerafurt Distribution Center,2025-12-22,0.241,Low,"Demand decreased 45% (1252 -> 687 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00072,Electronics,Lake Chad Distribution Center,2025-12-22,0.478,Medium,"Demand decreased 52% (1220 -> 584 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.1 to 3.1 days of supply."
SKU-Warehouse,SKU-00072,Electronics,Port Keith Distribution Center,2025-12-22,0.483,Medium,"Demand decreased 13% (560 -> 489 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.4 to 2.6 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00072,Electronics,West Michael Distribution Center,2025-12-22,0.429,Medium,"Demand increased 24% (651 -> 808 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 5.4 to 4.5 days of supply."
SKU-Warehouse,SKU-00072,Electronics,Lake Mark Distribution Center,2025-12-22,0.197,Low,"Demand increased 11% (836 -> 927 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 19.4 to 10.5 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00073,Packaged Foods,East Jessetown Distribution Center,2025-12-22,0.451,Medium,"Demand increased 161% (623 -> 1624 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 18.9 to 14.2 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00073,Packaged Foods,North Noahstad Distribution Center,2025-12-22,0.232,Low,Inventory coverage improved from 3.2 to 7.2 days of supply.
SKU-Warehouse,SKU-00073,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.322,Medium,"Demand decreased 33% (1035 -> 695 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00073,Packaged Foods,Port Jesseville Distribution Center,2025-12-22,0.49,Medium,"Demand decreased 22% (900 -> 706 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00073,Packaged Foods,Ramirezstad Distribution Center,2025-12-22,0.375,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00073,Packaged Foods,West Michael Distribution Center,2025-12-22,0.303,Medium,"Demand decreased 17% (697 -> 579 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00073,Packaged Foods,New Jessica Distribution Center,2025-12-22,0.534,High,"Demand increased 75% (670 -> 1172 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00073,Packaged Foods,South Noah Distribution Center,2025-12-22,0.368,Medium,"Demand increased 28% (779 -> 1000 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00074,Personal Care,East Jill Distribution Center,2025-12-22,0.786,High,"Demand increased 25% (3802 -> 4771 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00074,Personal Care,New Roberttown Distribution Center,2025-12-22,0.505,High,"Demand decreased 17% (1286 -> 1070 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00074,Personal Care,East Jessetown Distribution Center,2025-12-22,0.72,High,"Demand increased 39% (3354 -> 4657 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 8 to 9 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00074,Personal Care,Robinsonshire Distribution Center,2025-12-22,0.731,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00074,Personal Care,Lisatown Distribution Center,2025-12-22,0.477,Medium,Inventory coverage improved from 3.7 to 4.1 days of supply.; Late deliveries for this product-warehouse rose from 6 to 9 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 3 in the same comparison window.
SKU-Warehouse,SKU-00074,Personal Care,Ericmouth Distribution Center,2025-12-22,0.249,Low,Inventory coverage improved from 0.8 to 2.2 days of supply.; Stockout-flagged orders increased from 0 to 2 in the same comparison window.
SKU-Warehouse,SKU-00074,Personal Care,North Noahstad Distribution Center,2025-12-22,0.818,Critical,"Demand decreased 35% (4464 -> 2920 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00074,Personal Care,Cassandraton Distribution Center,2025-12-22,0.706,High,"Demand increased 34% (2876 -> 3861 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 5 to 6 orders over the last 4 weeks."
SKU-Warehouse,SKU-00074,Personal Care,West Michael Distribution Center,2025-12-22,0.802,Critical,"Demand decreased 94% (30702 -> 1823 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 4.1 to 0.0 days of supply."
SKU-Warehouse,SKU-00074,Personal Care,South Noah Distribution Center,2025-12-22,0.315,Medium,"Demand decreased 28% (3758 -> 2691 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 4.5 to 2.1 days of supply."
SKU-Warehouse,SKU-00074,Personal Care,Lake Mark Distribution Center,2025-12-22,0.567,High,"Demand decreased 28% (6238 -> 4464 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00075,Packaged Foods,East Jessetown Distribution Center,2025-12-22,0.58,High,"Demand increased 73% (1215 -> 2096 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 14.2 to 4.7 days of supply.; Late deliveries for this product-warehouse rose from 3 to 4 orders over the last 4 weeks."
SKU-Warehouse,SKU-00075,Packaged Foods,Robinsonshire Distribution Center,2025-12-22,0.372,Medium,Inventory coverage declined from 7.5 to 5.9 days of supply.
SKU-Warehouse,SKU-00075,Packaged Foods,Lake Roberto Distribution Center,2025-12-22,0.326,Medium,"Demand decreased 16% (1083 -> 907 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.1 to 4.3 days of supply."
